,X,Y,Z,formation
200,573869.7037,7472340.738,714.0,A_HAm_cib
201,573724.4388,7471107.92,665.0,A_HAm_cib
202,566871.7356,7479698.206,932.0,A_HAS_xsl_ci
203,566492.0698,7478746.9120000005,750.0,A_HAS_xsl_ci
204,566445.2545,7478666.841,750.0,A_HAS_xsl_ci
205,565485.5542,7479175.547,1030.0,A_HAS_xsl_ci
206,565471.081,7478026.88,1013.0,A_HAS_xsl_ci
207,567090.201,7476152.882,782.0,A_HAS_xsl_ci
208,568324.2392,7474873.39,794.0,A_HAS_xsl_ci
209,569103.7489,7474315.391,745.0,A_HAS_xsl_ci
210,570738.1804,7472976.431,931.0,A_HAS_xsl_ci
211,571269.6195,7472394.429,896.0,A_HAS_xsl_ci
212,571967.1599,7471473.93,790.0,A_HAS_xsl_ci
213,572055.0889,7471144.419,720.0,A_HAS_xsl_ci
214,573096.5694,7479901.646000001,680.0,A_HAd_kd
215,570954.7685,7479747.511,659.0,A_HAd_kd
216,569095.3893,7479235.471,661.0,A_HAd_kd
217,568337.9408,7479093.449,678.0,A_HAd_kd
218,568117.9175,7478908.342,672.0,A_HAd_kd
219,568105.8545,7478892.272000001,672.0,A_HAd_kd
220,568030.9492,7478731.927999999,672.0,A_HAd_kd
221,568369.4793,7477711.93,690.0,A_HAd_kd
222,568188.5308,7477101.92,713.0,A_HAd_kd
223,567849.2306,7476626.4,733.0,A_HAd_kd
224,569001.8974,7475620.909,736.0,A_HAd_kd
225,571413.1105,7473543.9520000005,754.0,A_HAd_kd
226,572648.5496,7472396.94,695.0,A_HAd_kd
227,572978.2703,7471660.93,697.0,A_HAd_kd
228,572516.6515,7471133.418,720.0,A_HAd_kd
229,572494.6889,7470913.422,720.0,A_HAd_kd
230,580328.6183,7480671.658,754.0,A_HAm_cib
231,578677.2692,7480188.969,774.0,A_HAm_cib
232,577411.8787,7480215.012,741.0,A_HAm_cib
233,576998.6098,7480236.52,749.0,A_HAm_cib
234,575237.2384,7480284.021000001,722.0,A_HAm_cib
235,574232.0885,7480207.021000001,667.0,A_HAm_cib
236,573653.0207,7480133.53,672.0,A_HAm_cib
237,573405.5827,7481008.9120000005,690.0,A_HAS_xsl_ci
238,571833.0907,7481225.52,664.0,A_HAS_xsl_ci
239,570376.9978,7481277.989,669.0,A_HAS_xsl_ci
240,569232.6715,7481360.47,772.0,A_HAS_xsl_ci
241,568171.2417,7480144.449,698.0,A_HAS_xsl_ci
